area,rating,price,pool,garden,outdoor,play_area,family,single,property_type_apartment,property_type_camp,property_type_chalet,property_type_farm,property_type_resort
2000,8.0,1300,0,1,1,0,0,0,0,0,0,1,0
750,9.0,600,0,1,0,0,0,0,0,0,0,1,0
2500,9.3,600,0,0,0,1,0,0,0,0,0,1,0
2500,9.3,600,0,0,1,1,0,0,0,0,0,1,0
300,9.3,800,0,1,0,1,1,0,0,0,1,0,0
320,8.0,500,1,0,1,0,0,0,0,0,1,0,0
400,9.0,440,1,0,0,1,0,0,0,0,1,0,0
350,9.8,750,1,0,1,0,0,0,0,0,1,0,0
450,9.8,500,0,0,1,1,0,0,0,0,1,0,0
7000,0.0,700,0,0,1,1,0,0,0,1,0,0,0
800,0.0,1500,1,0,1,0,0,0,0,0,1,0,0
400,0.0,700,0,1,0,1,1,0,0,0,1,0,0
400,0.0,700,1,0,1,1,1,0,0,0,1,0,0
400,0.0,700,0,1,1,0,1,0,0,0,1,0,0
480,7.7,490,0,1,1,0,0,0,0,0,1,0,0
400,8.6,1150,1,0,1,0,1,0,0,0,1,0,0
400,8.6,1150,0,0,0,0,1,0,0,0,0,0,1
400,8.6,1150,0,1,1,0,1,0,0,0,1,0,0
600,8.6,1400,0,0,1,0,1,0,0,0,1,0,0
500,7.9,632,1,0,1,0,0,0,0,0,1,0,0
500,7.9,632,0,1,1,0,1,0,0,0,1,0,0
500,7.9,792,1,1,0,0,0,0,0,0,1,0,0
600,7.9,700,1,1,0,0,1,0,0,0,1,0,0
450,8.7,700,0,1,1,0,0,0,0,0,1,0,0
2000,8.8,1500,0,1,1,0,1,0,0,0,1,0,0
550,8.6,900,1,0,1,0,1,0,0,0,1,0,0
1400,8.9,850,0,0,0,0,0,0,0,0,1,0,0
420,7.8,550,1,1,1,0,0,0,0,0,1,0,0
300,7.9,900,0,0,1,1,1,0,0,0,1,0,0
600,8.9,2500,0,0,1,0,0,0,0,0,1,0,0
450,8.5,550,0,0,0,1,0,0,0,0,1,0,0
400,8.8,600,0,0,1,0,1,0,0,0,1,0,0
250,8.8,500,0,1,0,1,1,0,0,0,1,0,0
1000,8.8,800,0,0,0,1,0,0,0,0,1,0,0
2000,7.6,1000,0,0,0,0,0,0,0,0,0,1,0
300,8.2,500,1,0,1,0,1,0,0,0,1,0,0
320,7.9,500,1,0,1,0,1,0,0,0,1,0,0
170,8.6,300,1,0,1,0,0,0,0,0,1,0,0
10000,8.8,1350,1,0,0,1,0,0,0,0,1,0,0
420,9.0,500,1,0,1,0,1,0,0,0,1,0,0
3000,8.9,1000,0,0,0,1,0,0,0,1,0,0,0
1250,8.1,299,1,0,0,1,0,0,0,0,1,0,0
2500,8.9,855,0,0,0,1,0,0,0,0,0,1,0
450,8.8,2000,0,0,1,0,0,0,0,0,1,0,0
600,8.0,300,0,1,0,1,0,0,0,0,1,0,0
450,8.5,500,1,0,0,0,0,0,0,0,1,0,0
600,8.5,500,1,0,1,0,0,0,0,0,1,0,0
2000,8.9,999,1,1,0,0,0,0,0,0,0,1,0
600,8.5,500,1,0,1,0,0,0,0,0,1,0,0
312,9.2,406,1,0,0,0,0,0,0,0,1,0,0
400,8.6,600,1,0,1,0,0,0,0,0,1,0,0
450,9.8,650,1,0,1,0,0,0,0,0,1,0,0
5000,0.0,700,0,0,1,0,0,0,0,1,0,0,0
80,0.0,500,0,1,1,0,0,0,0,0,1,0,0
3500,0.0,450,0,0,1,0,0,0,0,0,0,1,0
3000,0.0,800,0,0,1,0,0,0,0,1,0,0,0
350,8.2,900,0,0,1,1,1,0,0,0,1,0,0
350,8.2,900,1,0,1,0,1,0,0,0,1,0,0
550,8.0,900,1,0,0,1,1,0,0,0,1,0,0
550,8.0,900,1,1,1,0,1,0,0,0,1,0,0
550,8.0,900,1,1,0,0,1,0,0,0,1,0,0
550,8.0,900,1,1,0,0,1,0,0,0,1,0,0
550,8.0,900,0,1,1,0,1,0,0,0,1,0,0
550,8.0,900,0,0,1,1,1,0,0,0,1,0,0
550,8.0,900,1,0,0,1,1,0,0,0,1,0,0
550,8.0,900,0,1,0,1,1,0,0,0,1,0,0
300,7.0,400,0,1,0,0,0,0,0,0,1,0,0
900,6.9,1500,0,1,0,0,1,0,0,0,1,0,0
280,8.3,650,0,1,1,0,1,0,0,0,1,0,0
280,8.3,700,1,0,1,0,1,0,0,0,1,0,0
300,8.3,650,0,1,0,0,1,0,0,0,1,0,0
750,8.4,700,0,1,0,0,1,0,0,0,1,0,0
750,8.4,700,0,0,0,0,1,0,0,0,1,0,0
750,8.4,600,0,1,1,0,1,0,0,0,1,0,0
400,8.0,500,0,1,1,0,1,0,0,0,1,0,0
400,8.0,500,0,0,1,0,1,0,0,0,1,0,0
400,8.0,500,1,0,1,0,1,0,0,0,1,0,0
300,8.0,400,0,1,0,1,1,0,0,0,1,0,0
300,8.0,400,0,0,1,1,1,0,0,0,1,0,0
300,8.0,400,0,1,1,0,1,0,0,0,1,0,0
350,8.0,400,1,0,1,0,1,0,0,0,1,0,0
300,8.0,400,0,1,1,0,1,0,0,0,1,0,0
350,8.0,400,0,0,1,1,1,0,0,0,1,0,0
350,8.0,400,0,1,1,0,1,0,0,0,1,0,0
300,8.0,400,1,1,0,0,1,0,0,0,1,0,0
300,8.0,400,0,1,1,0,1,0,0,0,1,0,0
350,8.0,400,1,0,1,0,1,0,0,0,1,0,0
300,8.0,400,1,0,1,0,1,0,0,0,1,0,0
300,8.0,400,0,1,0,0,1,0,0,0,1,0,0
400,8.0,650,0,0,1,1,1,0,0,0,1,0,0
200,8.0,300,0,1,0,1,1,0,0,0,1,0,0
200,8.0,300,0,1,1,0,1,0,0,0,1,0,0
200,8.0,300,0,0,1,1,1,0,0,0,1,0,0
320,8.0,1000,0,0,1,0,1,0,1,0,0,0,0
320,8.0,1000,0,0,0,0,1,0,1,0,0,0,0
320,8.0,1000,0,0,0,0,1,0,1,0,0,0,0
480,8.0,1000,0,1,0,0,1,0,0,0,1,0,0
400,8.0,900,0,0,1,0,1,0,0,0,1,0,0
560,8.0,1000,0,0,1,0,1,0,0,0,1,0,0
350,8.0,800,1,0,1,0,1,0,0,0,1,0,0
560,8.0,1000,0,1,0,0,1,0,0,0,1,0,0
350,8.0,800,0,0,1,0,1,0,0,0,1,0,0
250,6.3,450,0,0,1,0,1,0,0,0,1,0,0
300,8.1,1160,0,0,1,0,1,0,0,0,0,0,1
300,8.1,1160,0,1,1,0,1,0,0,0,0,0,1
300,8.1,1160,0,0,0,0,1,0,0,0,0,0,1
350,6.6,750,0,1,0,0,1,0,0,0,1,0,0
450,7.0,800,0,1,0,1,0,0,0,0,1,0,0
400,8.0,650,0,1,0,1,0,0,0,0,1,0,0
350,8.0,550,1,0,1,0,0,0,0,0,1,0,0
290,8.3,700,1,0,1,0,1,0,0,0,1,0,0
600,8.1,800,0,0,1,0,1,0,0,0,1,0,0
600,8.1,800,0,0,1,0,1,0,0,0,1,0,0
600,8.1,800,0,0,1,0,1,0,0,0,1,0,0
600,8.1,800,1,0,1,0,1,0,0,0,1,0,0
600,8.1,800,0,0,1,0,1,0,0,0,1,0,0
600,8.1,800,0,0,1,0,1,0,0,0,1,0,0
600,8.1,800,0,0,0,0,1,0,0,0,1,0,0
600,8.1,800,0,1,1,0,1,0,0,0,1,0,0
300,8.2,300,1,0,0,1,1,0,0,0,1,0,0
450,8.2,2000,0,0,1,0,0,0,0,0,0,1,0
1000,10.0,900,0,1,0,0,1,0,0,0,0,1,0
1000,7.4,800,0,0,0,0,0,0,0,0,0,1,0
250,7.2,450,0,0,0,0,0,0,0,0,1,0,0
2000,8.1,900,0,0,0,1,0,0,0,0,0,1,0
460,7.0,800,0,0,1,0,1,0,0,0,1,0,0
2800,9.5,1200,1,0,1,0,0,0,0,0,0,1,0
220,8.1,600,0,0,1,0,1,0,0,0,1,0,0
450,8.3,600,0,1,0,0,0,0,0,0,1,0,0
450,8.3,600,1,0,0,0,0,0,0,0,1,0,0
450,8.3,600,0,1,0,0,0,0,0,0,1,0,0
1250,8.1,299,1,0,0,1,0,0,0,0,1,0,0
1250,8.1,299,0,0,0,1,0,0,0,0,1,0,0
280,8.2,550,0,1,1,0,1,0,0,0,1,0,0
250,8.2,450,1,0,1,0,1,0,0,0,1,0,0
1250,8.1,299,1,1,0,0,0,0,0,0,1,0,0
300,7.1,400,1,1,1,0,0,0,0,0,1,0,0
400,7.1,500,1,0,1,0,0,0,0,0,1,0,0
100,7.0,250,1,0,1,0,1,0,0,0,1,0,0
100,7.0,250,1,0,1,0,1,0,0,0,1,0,0
2500,8.3,2000,0,0,1,0,0,0,0,0,0,1,0
170,8.1,500,1,1,0,0,1,0,0,0,1,0,0
1000,8.1,900,0,1,1,0,0,0,0,0,1,0,0
500,8.1,850,1,0,1,0,0,0,0,0,1,0,0
810,8.6,800,0,0,0,0,0,0,0,0,0,1,0
250,8.3,700,1,0,1,0,0,0,0,0,1,0,0
250,8.3,700,1,0,0,0,0,0,0,0,1,0,0
230,8.3,700,0,1,0,0,0,0,0,0,1,0,0
800,8.0,500,0,0,0,1,0,0,0,0,1,0,0
800,8.0,600,0,1,0,0,0,0,0,0,1,0,0
240,8.1,1400,1,0,1,0,1,0,0,0,1,0,0
450,7.2,500,0,1,0,0,1,0,0,0,1,0,0
500,7.2,900,1,0,1,0,0,0,0,0,1,0,0
250,8.3,500,1,1,0,0,0,0,0,0,1,0,0
750,8.3,750,0,1,0,0,0,0,0,0,1,0,0
500,4.5,1200,0,0,0,0,0,0,0,0,1,0,0
1000,0.0,1000,0,1,1,0,0,0,0,0,0,1,0
10000,0.0,1500,0,0,0,0,1,0,0,1,0,0,0
6000,0.0,600,0,0,1,0,0,0,0,1,0,0,0
500,0.0,500,0,0,1,0,0,0,0,0,1,0,0
3500,0.0,550,0,0,1,0,0,0,0,1,0,0,0
1000,0.0,1200,1,0,0,1,0,0,0,0,0,1,0
480,0.0,900,0,0,0,0,0,0,0,0,1,0,0
500,7.7,900,0,1,1,0,0,0,0,0,1,0,0
300,7.7,600,0,0,1,0,0,0,0,0,1,0,0
550,7.9,1500,0,0,1,0,1,0,0,0,1,0,0
300,7.5,700,0,1,0,0,1,0,0,0,1,0,0
300,7.5,700,0,1,0,0,1,0,0,0,1,0,0
300,7.5,700,0,1,0,0,1,0,0,0,1,0,0
300,7.6,500,0,0,1,0,1,0,0,0,1,0,0
400,7.7,1650,0,1,1,0,1,0,0,0,1,0,0
520,7.7,1650,1,0,0,0,1,0,0,0,1,0,0
480,7.7,490,0,0,1,0,0,0,0,0,1,0,0
480,7.7,490,0,1,1,0,0,0,0,0,1,0,0
600,7.5,600,1,0,0,1,0,0,0,0,1,0,0
600,7.5,600,0,1,1,0,0,0,0,0,1,0,0
600,7.5,600,0,1,0,0,0,0,0,0,1,0,0
600,7.5,600,1,0,0,1,0,0,0,0,1,0,0
600,7.5,600,1,0,0,1,0,0,0,0,1,0,0
300,6.5,600,1,0,1,0,1,0,0,0,1,0,0
600,7.7,800,0,1,1,0,1,0,0,0,1,0,0
350,7.7,500,0,0,1,0,1,0,1,0,0,0,0
350,7.7,500,0,0,1,0,1,0,0,0,1,0,0
700,7.7,800,0,0,0,0,1,0,0,0,1,0,0
300,7.7,500,0,1,0,0,1,0,1,0,0,0,0
300,7.7,500,0,0,0,0,1,0,0,0,1,0,0
300,7.7,500,0,0,0,0,1,0,1,0,0,0,0
300,7.7,500,0,1,0,0,1,0,0,0,1,0,0
650,7.7,800,0,0,0,0,1,0,0,0,1,0,0
550,7.7,450,0,1,1,0,1,0,0,0,1,0,0
550,7.7,450,0,0,1,0,1,0,0,0,1,0,0
350,7.8,625,1,0,1,0,0,0,0,0,1,0,0
400,7.9,800,0,0,1,0,1,0,0,0,1,0,0
500,7.9,1800,0,0,1,0,1,0,0,0,1,0,0
340,7.7,800,0,0,0,0,1,0,0,0,1,0,0
300,8.5,400,0,1,0,1,1,0,0,0,1,0,0
300,8.5,400,0,1,0,0,1,0,0,0,1,0,0
350,7.4,500,0,0,1,0,1,0,0,0,1,0,0
300,7.5,400,0,0,1,0,0,0,0,0,1,0,0
700,7.6,700,1,0,0,0,0,0,0,0,1,0,0
500,7.9,1800,0,0,1,0,1,0,0,0,1,0,0
250,7.8,450,0,1,0,0,0,0,0,0,1,0,0
250,7.8,450,0,0,1,0,0,0,0,0,1,0,0
500,7.9,1000,0,0,1,0,1,0,0,0,1,0,0
400,7.9,900,0,0,1,1,1,0,0,0,1,0,0
300,7.9,900,0,1,0,1,1,0,0,0,1,0,0
300,7.9,900,0,0,1,1,1,0,0,0,1,0,0
400,5.6,500,0,0,1,1,1,0,0,0,1,0,0
400,6.9,550,1,1,0,0,0,0,0,0,1,0,0
750,9.0,750,1,0,0,1,1,0,0,0,0,1,0
450,7.5,550,0,0,0,1,1,0,0,0,1,0,0
200,9.2,600,0,0,1,0,0,0,0,0,1,0,0
550,7.9,1500,1,0,0,0,1,0,0,0,1,0,0
300,7.8,1300,1,1,1,0,0,0,0,0,1,0,0
330,7.4,500,1,1,1,0,0,1,0,0,1,0,0
400,7.9,800,0,1,0,1,1,0,0,0,1,0,0
770,7.8,3000,1,0,1,0,0,0,0,0,1,0,0
200,8.6,360,1,0,0,0,1,0,0,0,1,0,0
420,7.8,1000,0,0,0,0,1,0,0,0,1,0,0
300,6.6,600,1,0,1,0,0,0,0,0,1,0,0
1200,6.6,600,1,0,0,1,0,0,0,0,0,1,0
5000,8.5,6000,0,0,0,0,0,0,0,0,0,0,1
2000,6.9,500,0,0,1,0,0,0,0,1,0,0,0
600,7.2,1500,1,0,1,0,0,0,0,0,1,0,0
400,7.2,600,0,0,1,0,1,0,0,0,1,0,0
400,7.2,600,0,0,0,1,1,0,1,0,0,0,0
400,7.2,600,1,0,0,0,1,0,0,0,1,0,0
600,7.2,1500,1,0,1,0,0,0,0,0,1,0,0
400,7.2,600,1,0,1,0,1,0,0,0,1,0,0
400,7.2,600,0,1,0,0,1,0,0,0,1,0,0
400,7.2,600,0,0,1,0,1,0,0,0,1,0,0
400,7.2,600,0,1,0,0,1,0,0,0,1,0,0
400,7.2,600,0,1,0,1,1,0,0,0,1,0,0
700,7.0,900,0,0,0,1,1,0,0,0,1,0,0
700,7.0,900,0,0,0,0,1,0,1,0,0,0,0
700,7.0,900,0,1,0,0,1,0,0,0,1,0,0
700,7.0,900,0,0,0,1,1,0,0,0,1,0,0
220,7.2,449,0,1,0,0,1,0,0,0,1,0,0
400,7.2,900,0,1,0,0,1,0,0,0,1,0,0
2000,6.7,500,0,0,1,0,0,0,0,1,0,0,0
300,7.0,750,0,1,0,0,0,0,0,0,1,0,0
300,7.0,750,0,1,1,0,0,0,0,0,1,0,0
300,7.0,750,0,0,1,0,0,0,0,0,1,0,0
600,7.2,1500,1,0,0,1,1,0,0,0,1,0,0
600,7.2,1500,1,0,0,1,1,0,0,0,1,0,0
600,7.2,1500,1,0,0,1,1,0,0,0,1,0,0
750,7.4,600,0,1,1,0,1,0,0,0,1,0,0
300,6.1,800,0,0,0,0,0,0,0,0,1,0,0
275,7.4,500,0,1,1,0,1,0,0,0,1,0,0
1000,7.3,700,0,0,1,0,1,0,0,1,0,0,0
300,7.2,600,0,0,1,1,1,0,0,0,1,0,0
300,7.2,500,0,0,0,0,1,0,1,0,0,0,0
420,7.2,700,0,1,0,0,1,0,0,0,1,0,0
420,7.2,700,0,1,0,0,1,0,0,0,1,0,0
1500,4.5,1500,0,0,1,1,0,0,0,1,0,0,0
350,7.4,500,1,0,1,0,0,0,0,0,1,0,0
2000,7.0,650,1,0,0,1,0,0,0,0,1,0,0
350,7.1,500,1,0,1,0,0,0,1,0,0,0,0
115,7.0,250,1,0,0,0,1,0,0,0,1,0,0
100,7.0,180,1,0,0,0,1,0,0,0,1,0,0
300,7.1,1000,1,1,1,0,0,0,0,0,1,0,0
300,7.1,1000,1,1,0,1,0,0,0,0,1,0,0
300,7.1,1000,1,0,0,1,0,0,0,0,1,0,0
300,7.1,1000,1,0,1,0,0,0,0,0,1,0,0
300,7.1,1500,1,0,1,1,0,0,0,0,1,0,0
300,7.1,1500,1,1,0,1,0,0,0,0,1,0,0
300,7.1,1000,1,0,1,0,0,0,0,0,1,0,0
300,7.1,1000,1,0,1,1,0,0,0,0,1,0,0
300,7.1,1500,1,0,1,0,0,0,0,0,1,0,0
300,7.1,1000,1,1,0,1,0,0,0,0,1,0,0
300,7.1,1000,1,0,0,1,0,0,0,0,1,0,0
300,7.1,1000,1,1,1,0,0,0,0,0,1,0,0
300,7.1,1000,1,1,0,1,0,0,0,0,1,0,0
300,7.1,1000,1,1,1,0,0,0,0,0,1,0,0
300,7.1,1500,1,1,0,1,0,0,0,0,1,0,0
300,7.1,1200,1,1,1,0,0,0,0,0,1,0,0
800,7.1,800,1,0,1,0,0,0,0,0,1,0,0
4000,7.4,6000,0,0,1,0,0,0,0,0,0,1,0
300,6.0,528,0,0,1,0,0,0,0,0,1,0,0
400,7.0,800,1,0,0,0,0,0,1,0,0,0,0
400,7.0,700,0,1,0,0,0,0,0,0,1,0,0
300,8.5,500,0,0,1,1,0,0,0,0,1,0,0
450,7.2,500,0,0,0,1,1,0,0,0,1,0,0
450,7.2,500,0,1,1,0,1,0,0,0,1,0,0
450,7.2,500,1,0,1,0,1,0,0,0,1,0,0
1000,7.0,2300,0,1,1,0,0,0,0,0,1,0,0
200,6.0,850,0,0,0,0,0,0,1,0,0,0,0
300,6.3,450,0,0,1,1,1,0,0,0,1,0,0
370,6.2,1200,1,0,1,0,0,0,0,0,1,0,0
500,0.0,950,1,0,0,0,0,0,0,0,1,0,0
400,0.0,950,1,1,0,0,0,0,0,0,1,0,0
350,0.0,950,0,0,0,0,0,0,1,0,0,0,0
350,0.0,950,0,1,1,0,0,0,0,0,1,0,0
400,0.0,810,0,0,1,0,0,0,0,1,0,0,0
500,6.6,1100,1,0,1,0,1,0,0,0,1,0,0
450,6.6,1200,0,0,1,1,1,0,0,0,1,0,0
450,6.6,1200,0,1,0,1,1,0,0,0,1,0,0
300,6.9,600,0,0,0,0,1,0,1,0,0,0,0
1600,6.5,750,0,0,0,1,0,0,0,0,0,1,0
1400,6.5,650,0,0,1,0,0,0,0,0,0,1,0
1500,6.9,850,0,0,0,1,0,0,0,0,0,1,0
500,6.6,599,1,0,0,1,0,0,0,0,1,0,0
300,6.6,790,0,1,1,0,1,0,0,0,1,0,0
300,6.6,790,0,1,0,1,1,0,0,0,1,0,0
300,6.6,790,1,0,1,0,1,0,0,0,1,0,0
300,6.6,790,0,0,1,0,1,0,0,0,1,0,0
300,6.6,790,0,1,0,1,1,0,0,0,1,0,0
200,6.6,1323,0,0,1,0,0,0,0,0,1,0,0
250,6.6,1323,0,0,1,0,0,0,0,0,1,0,0
250,6.6,1323,0,0,1,0,0,0,0,0,1,0,0
200,6.6,1323,0,0,1,0,0,0,0,0,1,0,0
350,6.5,1000,0,1,1,0,0,0,0,0,1,0,0
350,6.5,1000,0,0,0,0,0,0,0,0,1,0,0
350,6.5,1000,0,0,1,0,0,0,1,0,0,0,0
350,6.5,1000,0,0,0,0,0,0,0,0,1,0,0
320,8.8,400,1,0,1,0,1,0,0,0,1,0,0
350,8.2,450,1,0,0,1,1,0,0,0,1,0,0
1000,6.8,800,0,0,1,0,0,0,0,1,0,0,0
450,6.9,1300,1,0,0,0,0,0,0,0,1,0,0
450,6.9,1300,0,0,0,0,0,0,0,0,0,0,1
1200,6.7,1300,1,1,0,0,0,0,0,0,1,0,0
250,6.5,500,1,1,0,0,1,0,0,0,1,0,0
320,9.8,350,1,1,0,0,0,0,0,0,1,0,0
2300,7.0,1000,0,0,0,0,0,0,0,0,0,1,0
450,7.2,500,0,1,0,1,0,0,0,0,1,0,0
300,6.8,750,0,0,0,1,0,0,0,0,1,0,0
350,8.5,900,1,0,1,0,0,0,0,0,1,0,0
160,6.5,2000,1,0,1,0,0,0,0,0,1,0,0
1200,6.6,600,1,0,0,0,0,0,0,0,0,1,0
300,8.6,500,1,0,1,1,0,0,0,0,1,0,0
5000,0.0,480,0,0,1,0,0,0,0,1,0,0,0
900,0.0,600,0,1,0,0,0,0,0,0,0,1,0
900,0.0,600,0,1,0,1,0,0,0,0,0,1,0
1000,0.0,1250,0,0,1,0,0,0,0,1,0,0,0
5000,0.0,900,0,0,1,1,0,0,0,1,0,0,0
2000,0.0,1300,0,0,1,0,0,0,0,1,0,0,0
3000,0.0,1530,0,0,1,0,0,0,0,1,0,0,0
500,0.0,500,0,0,1,1,0,0,0,0,1,0,0
650,6.4,1100,1,0,0,0,0,0,0,0,1,0,0
650,6.4,1100,1,0,0,0,1,0,0,0,1,0,0
450,6.4,900,0,0,0,0,1,0,0,0,1,0,0
450,6.4,900,0,0,1,0,0,0,0,0,1,0,0
200,8.0,300,0,0,1,1,1,0,0,0,1,0,0
260,8.8,400,0,1,1,0,1,0,0,0,1,0,0
300,6.1,750,0,0,0,1,1,0,1,0,0,0,0
300,6.1,750,0,0,0,0,1,0,0,0,1,0,0
4000,6.8,600,0,0,1,0,0,0,0,1,0,0,0
330,6.3,450,0,0,1,1,0,0,0,0,1,0,0
3000,10.0,1000,1,0,1,0,0,0,0,0,0,1,0
600,9.9,1188,0,1,0,0,0,0,0,0,1,0,0
300,8.5,500,0,0,1,1,0,0,0,0,1,0,0
220,5.1,400,0,1,0,1,1,0,0,0,1,0,0
5000,9.0,1000,0,0,0,1,0,0,0,0,0,1,0
2900,6.2,2500,1,0,1,0,0,0,0,0,1,0,0
370,6.2,1200,1,0,0,1,0,0,0,0,1,0,0
500,0.0,800,1,0,1,0,1,0,0,0,1,0,0
2000,6.2,600,0,0,1,0,0,0,0,1,0,0,0
2000,6.2,600,0,0,1,0,0,0,0,1,0,0,0
700,0.0,500,0,1,1,0,0,0,0,0,1,0,0
350,0.0,700,1,0,1,0,0,0,0,0,1,0,0
500,7.4,650,0,1,0,0,1,0,0,0,1,0,0
350,8.0,600,1,0,1,0,0,0,0,0,1,0,0
400,5.6,500,0,0,0,0,1,0,1,0,0,0,0
400,5.6,1500,0,0,0,0,1,0,0,0,1,0,0
10,5.5,3750,0,0,1,0,1,0,0,1,0,0,0
10,5.5,3000,0,0,1,0,1,0,0,1,0,0,0
10,5.5,1800,0,0,1,0,1,0,0,1,0,0,0
12,5.5,1500,0,0,1,0,1,0,0,1,0,0,0
11,5.5,1200,0,0,1,0,1,0,0,1,0,0,0
400,5.6,500,0,1,0,1,1,0,0,0,1,0,0
20000,7.6,15000,0,1,0,0,0,0,0,0,0,0,1
4000,9.6,6500,0,1,0,0,0,0,0,0,1,0,0
400,5.6,500,1,0,1,0,0,0,0,0,1,0,0
400,5.6,1500,0,1,0,0,0,0,0,0,1,0,0
15000,0.0,1500,0,0,0,1,0,0,0,1,0,0,0
20000,10.0,2700,0,0,0,0,0,0,0,1,0,0,0
8000,8.5,1750,1,0,1,0,0,0,0,0,0,1,0
300,6.8,750,0,0,0,0,1,0,0,0,1,0,0
312,9.2,406,1,1,1,0,0,0,0,0,1,0,0
500,5.8,500,0,0,0,0,0,0,0,0,1,0,0
2000,6.9,500,0,0,1,0,0,0,0,1,0,0,0
1000,0.0,1500,0,0,1,0,0,0,0,1,0,0,0
2000,0.0,800,0,0,0,1,0,0,0,1,0,0,0
1800,0.0,650,0,0,1,0,0,0,0,1,0,0,0
500,9.0,800,0,0,1,0,0,0,0,0,0,1,0
300,5.1,800,0,1,0,1,1,0,0,0,1,0,0
300,5.1,800,0,0,1,0,1,0,0,0,1,0,0
3000,0.0,2000,1,1,0,0,0,0,0,0,0,1,0
16500,5.0,4000,0,1,0,0,0,0,0,0,0,1,0
3000,5.1,2400,1,0,1,0,0,0,0,0,0,1,0
300,5.3,800,0,0,0,0,0,0,0,0,1,0,0
3300,10.0,10000,1,0,1,0,0,0,0,0,1,0,0
25000,5.4,800,0,0,1,1,0,0,0,1,0,0,0
2000,5.4,800,0,0,1,0,0,0,0,1,0,0,0
25000,5.4,800,0,0,1,0,0,0,0,1,0,0,0
200,5.0,500,0,1,1,0,0,0,0,0,1,0,0
200,5.0,500,1,0,0,0,0,0,0,0,1,0,0
200,5.0,500,0,1,1,0,0,0,0,0,1,0,0
600,10.0,2300,0,1,1,0,0,0,0,0,1,0,0
750,9.9,1140,1,0,0,1,0,0,0,0,1,0,0
600,5.4,800,0,0,1,0,1,0,0,0,1,0,0
2000,9.4,800,1,0,0,1,0,0,0,0,0,1,0
1200,10.0,2000,0,0,1,0,0,0,0,0,1,0,0
